name;toshidexNumber;rarity;evolves;evolutionStage;description;ethCardIndex;type1;type2;maxHP;attack;defense;spAttack;spDefense;speed;knownMoves
Peebet;121;2;1;2;Peebet is a little bigger, a little lazier, and a little more comfortable with himself than Peet. He likes to hang out on the side of Route 66, hitchhiking and meeting strangers. When he's not there he's sleeping in nearby caves catching some shade. His sucker punch will completely spin your head around and he thinks it's hilarious to watch. Knocking others out is Peebet's favorite past-time. He has the face of someone who smelt it and he most definitely dealt it. Could probably pull off a leather jacket but it wouldn't be real leather because even though he's a kind of a prankster and can be a bit of a jerk sometimes, deep down he's woke af and would never wear animal skin. He likes to get his feathers fluffed and brushed, so if you want to catch him bring a comb and hair dryer and he'll come running.;171;12;11;60;75;85;100;85;90;[{'moveBase': {'fileID': 11400000, 'guid': '769797c7739bf3048b10ef0d969da560', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '55562252d5a8ad64b92c467a930b12d1', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '5fcf515b47ddb824a88890253391be32', 'type': 2}}]
Peebotron;122;3;0;3;Peebotron is a total boss and prefers they/them pronouns.Their huge wings span 6 feet, carrying them high into the sky above all the haters. They love hanging with their friends and going out to late-night karaoke. They are unbelievably beautiful when seen in real life. Their long necks allow them to tower over everyone else. They've been trying to find the perfect neck piece to decorate their most endearing feature, but have a hard time finding quality drip out in the desert where they live. They are always rolling their eyes at their lil homies, Peet and Peebet, but will in the end Peebotron is there to get them out of trouble and smack around anyone who messes with them. Honestly? Good luck catching a Peebotronâ€¦. but if you want to give it try, bring a little lipgloss and a lot of tequila to pique their interest. Gold is Peebotron's favorite color AND metal so use that information as you will....;286;12;11;60;80;90;130;100;120;[{'moveBase': {'fileID': 11400000, 'guid': '2957fe44d5cf8a04493efe84e54a4693', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '5b6ee1ae8bf5da144b378eb48fa69342', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '55562252d5a8ad64b92c467a930b12d1', 'type': 2}}]
Stitches;123;2;0;0;Stiches is a freak in the streets, in the fleets, and in the metaphysical plane. He's over 6 feet tall and super mysterious, so he is obviously popular with the ladies as well as with the fellas. Stitches doesn't see anything other than vibes and if the vibe is right? He will twinkle-toe his way right into your heart. He loves looking at himself in his mirror just as much as he loves making you look at your deepest, truest, most hidden self in his mirror. He is in constant conversation with the voices inside his head, and loves to gossip with them. Envy is his greatest power and his greatest weakness, so be intentional with your flexing around this dude. You can find him in cold dark places like caves and under bridges. You can hear him coming from the clanking of his armor in the distance. His favorite color is brown and only eats brown foods.;172;12;0;70;110;80;70;80;105;[{'moveBase': {'fileID': 11400000, 'guid': '773c896fba1ca6b4b82bb76fc347619c', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '3f272e3ddbcf9604e8bd41657f826bdc', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '26458c5671b1d4441b53a0336964fd58', 'type': 2}}]
Rootie;124;1;1;1;Rootie may look adorable, but her cute exterior contains a fierce spirit. She's a small and fluffy winter fox. Rootie has the softest fur on the planet and is pretty proud of it. She loves chin scratches and getting her tail combed. She knows she is a princess and will only wear a collar made of the finest silk, and only sleeps on a bed made of freshly fallen snow. Her go to power is Hack, which she uses to tap into your brain with her cute innocent appearance. Once she's made it past your mental defenses she takes you over so that she can keep you as a pet or butler (depending on how cute she finds you). Whenever people realize her trickery, she throws up a Firewall to protect her beautiful things and herself from any counterattack. It is almost impossible to breach Rootie's set-up unless she invites you there or gives you the special and ever changing access code. She snacks on popsicles and candy canes because they are sweet and pretty just like her. A great way to lure in Rootie-- before she can lure in you-- is by making a trail of candy to your desired location and keeping a blindfold on while you capture her.;124;11;0;65;50;35;115;95;95;[{'moveBase': {'fileID': 11400000, 'guid': 'b117d8e10c7f1af49b07f4149d562d54', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'e337f8050edbaa74f9e641160bc1a323', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '66894d54bacbf8742b9320e8b3d8a554', 'type': 2}}]
Cutie;125;1;1;2;Cutie is a little larger than Rootie and has a lot more attitude. Cutie doesn't like her amazingly soft fur touched at all and prefers to be alone. Her hat and collar are made of rare snowflake silk and diamonds found in arctic caves. She hates people with bad posture and loves reality television. You can find her lounging in her caves with diamonds around her bed and endless amounts of Tito's vodka flowing gently from a fountain she had installed custom made by the world renown Frost Fairy Sculptors. She constantly emits a slight breeze that is refreshingly chill to skin, and that some say will prevent aging. However, when she feels threatened or annoyed, she can amplify this breeze into a frigid gust that will completely freeze everything it touches and has even blown people away before. If you want to catch Cutie you'll have to put in some effort/charm, play it cool, keep the drinks flowing, and hope for the best.;100;11;6;65;83;57;95;85;105;[{'moveBase': {'fileID': 11400000, 'guid': 'b117d8e10c7f1af49b07f4149d562d54', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '893f32a870d982d438bb520ddb8e6d5b', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '66894d54bacbf8742b9320e8b3d8a554', 'type': 2}}]
Patootie;126;3;0;3;Patootie is the largest winter fox, and Rootie and Cutie's older brother. He is long and slick. His fur is not fluffy or soft and he doesn't want it to be. He is usually in a bad mood because he hasn't gone on a date in years. He is the only one of his kind and travels through the snow alone, grumpily searching for love. Packet loss is his power and he usually feels that it is an inconvenience at best. A gray cloud of freezing rain follows Patootie everywhere, which grows in size and intensity the more agitated he gets. Needless to say, intimacy has always been a little tricky for him. He is rarely hungry because he is always munching on his feelings, but when he does eat an actual meal it's usually quick savory foods like sardines and tuna salad. Good luck catching this guy because he's always on the move and not easily tricked.;287;11;6;90;125;66;125;85;93;[{'moveBase': {'fileID': 11400000, 'guid': '187d84749ba863d4e8576bd17f7d1a88', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'd391d61d9b7c39c439dd1634cfc73df5', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '66894d54bacbf8742b9320e8b3d8a554', 'type': 2}}]
Sheetman;127;2;0;0;Sheetman is a total quantum space cadet. He blends in easily with walls and doors and loves to experiment with structure and space. He's always rambling about different lives he's lived and dimensions he's broken through. All of his friends ask him for help solving problems that are a bit too math-y or far out to bring up with anyone else. He knows what's up and would never judge a homie for anything. His power of DDOS makes his enemies go into a trance after touching his limbs, which are all direct portals into the depths of various quantum universes he has been discovering as a passion project. If you are trying to catch Sheetman, be sure to wear gloves to avoid touching his limbs with your bare hands (unless you want to end up wandering space and time until he remembers to pull you back out into this dimension again!). He lives only indoors and can not handle being exposed to any outdoor elements. Splashing him with water will disable his powers, but also will short circuit his brain and make him incapable of any motor function until he completely dries out, which could take anywhere from a few hours to a few millenia depending on which dimensions get damp.;173;11;0;65;125;100;55;70;85;[{'moveBase': {'fileID': 11400000, 'guid': 'cd488bb87364c50468a6b80e173a89c2', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'cda8fea038d0e9441b7dc774a6061230', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'edf00f8ed4d32164c9297634047ee91e', 'type': 2}}]
Leorak;128;1;0;0;For as long as anyone can remember Leorak has been on a joyous quest for the best tree to rest his head on. He's a lanky fox boy who casually drips with swag. He travels the most wild, mystical edges of the forest in a full fit of green armor made by the various fairies living in all the trees that he has ever napped on. Forest Fairies are legendary craftsmen but will only bestow their gift on True-Hearts. Leorak naturally befriends these tree folk and so every link in his chainmail has been delicately crafted for him, usually as he sleeps beneath the tree where these Faries dwell. The chainlinks are imbued with simple yet strong magic, each one slightly different from the others, but all weaving together in perfect harmony, just like the trees of the forest Leorak traverses. His tail is super fluffy and the fairies love to slide down it while he sleeps. He is pretty sure their musical giggling gives him beautiful dreams, and he has never had a nightmare as far as he can remember. Leorak prefers warm weather because there's no need for blankets and he can stretch his long limbs out as he rests. He loves a good back scratch or belly rub between his armor, playing tug of war with his friends, and the occasional kiss on the nose. Having reboot as his power is fitting, because his calm demeanor and love of napping are big sources of energy and healing. He can extend his Reboot to plants, animals, other Toshi, and anyone down to hang out with him for a while and catch him up on what's been going on in the world outside of the forest. His large pointy ears can hear even the slightest noise so don't try to sneak up on Leorak. He may be sleepy but his mind is sharp and fast, and he doesn't take kindly to tricks or traps. He is not a hard fox catch and loves sitting in comfortable silence with people while enjoying a smooth jazz tune or the latest Alex G album.;101;11;0;75;100;95;40;70;110;[{'moveBase': {'fileID': 11400000, 'guid': 'f6d51b9b854d06145ae042fa8a785ce4', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'fbe639f1798bbe74c8299f6be6841285', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '5fcf515b47ddb824a88890253391be32', 'type': 2}}]
Nyan;129;4;0;0;Nyan is down right precious. She flies through the sky with her chubby pop tart body, always followed by a vibrant rainbow. Her positive energy can be felt even from far away. She is always purring and licking her frosting belly. Her favorite colors are pink and sparkly. Her rosy cheeks are always warm and her tiny nose is always damp. When she's not flying amongst the stars you can find Nyan shedding fur all over her friends' houses and sleeping in well decorated cardboard boxes. You can catch Nyan with a ball of yarn or a mirror with some sunlight reflecting off of it. Her special Hash power gives off a calming and silly feeling, similar to Leorak's Reboot, but more of a mental recharge than a full body healing. She is bubbly and bursting with energy to play games with buddies. She will happily share her energy with anyone who asks nicely, using her special Energy Beam. Nyan is a total babe and treat to be around.;302;11;0;100;100;100;120;120;80;[{'moveBase': {'fileID': 11400000, 'guid': 'a6613fb5d61b1a948aa8a33d6ed1c45e', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'ee4f8103710cce74aac9a60147eeed7d', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '187d84749ba863d4e8576bd17f7d1a88', 'type': 2}}]
Prissey;130;3;1;1;Prissey is just the way her name sounds, a pampered Queen who won't accept anything less than she deserves. Her power of Heartbreak is not one to be taken lightly. One look at this pretty girl and you're hypnotized. She loves the attention of her many suitors, but is easily exhausted by too much affectionâ€¦ like ð„‡â¥€.â¥€ð„† get real!! She wears the same style dress and bow every day but has a closet full of other options she refuses to throw away or even put into storage for next season. A girl needs options okay! Her credit card limit is nonexistent and her mimosas are bottomless. Her cheeks are fluffy and soft and she loves grooming them in her heart shaped mirror, which is where you can  usually find her, admiring herself and wondering if any other heart will ever look as good. It's hard for Prissey to pick up things if she drops them because she has no fingers and a line of people just waiting to do these things for her. A smart way to catch Prissey is leaving a package on her front stoop with an empty locket, a shard of broken mirror, and an anonymous love letter with romantic clues for her to daydream about.;288;13;0;120;120;79;60;100;81;[{'moveBase': {'fileID': 11400000, 'guid': '323747166c006c2468df808462b3a17f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '68f530ebb0d202448bde4b5124ef0edb', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '6ce4704362586a64996c41cbd94b529b', 'type': 2}}]
Prissem;131;3;0;2;Prissem is a bigger and badder Prissey. She is a grown woman of the world who is no longer interested in the silly love games she once played in her youth. Her closet is ten times the size of the biggest closest you can think of and she has a jewelry collection that is beyond compare. This collection is whispered about amongst the other Toshimon, who have heard rumours of its beauty and volume. Her power (shooting icy shards from the tip of her lustrous tail) is lightning quick, powerful, and extremely dangerous. People have been known to lose their eyes from the icy daggers that she whips towards them, usually without even looking up from her phone. If you want to catch her, you will have to woo her not just with fancy things (she has plenty of those) but also by surprising her and making her laugh. For her, someone doing what she expects of them is, while useful, totally boring. She craves surprises because after living such a full and long life, a good surprise is almost impossible for her to find. Prissem is very picky about the placement of her purple bow-- it can't be too high or too low on her tail or she will have a total meltdown (which is never to be discussed again once she has pulled herself together). She also loves to wear her collar up high on her neck to help feel more sophisticated and to hide her most prized piece of jewelry-- a simple gold locket that no one has ever seen inside of except for her. Diamonds float around Prissem because they're attracted to her aura, which is very warm and loving once she puts her many hardened ice walls down.;289;13;6;135;130;85;70;110;60;[{'moveBase': {'fileID': 11400000, 'guid': 'e1e9e091b411f0d4db83c225bed95e6f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'a6203336eecb05f48b41e2da016f314c', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '394b9fe3170d546468f4ba0761a1b182', 'type': 2}}]
Duose;132;1;1;1;Duose although these two cuties may look like separate individuals, in fact, they share one brain which is cycles between seeking snacks, new Tiktok trends, and cuddles. Duose is one sweet Zoomer baby in two adorable bodies-- which incidentally are totally blind. Because they were born without vision, their big brain has developed a super-sense that picks up on lovebug vibes and gravitates them in the right direction. They have been known to seek stability by using Love Potion to make sure that any cuddles that they find can be theirs forever!! While the best way to get close to Duose is to offer them love, make sure to be careful with your affection, if you aren't you could end up being Duose's cuddle buddy for eternity! Even if this fate befalls you, there are worse things than being snuggled up with this adorable Toshi.;102;13;0;100;65;50;100;100;55;[{'moveBase': {'fileID': 11400000, 'guid': '7448008de1be28d47bc80fa854c82eb2', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'c8097ee5fde24314c8270b8b85d6b8c0', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '103b3b819d681014480472f6e0b8de61', 'type': 2}}]
Seaduo;133;2;0;2;Seaduo while Seaduo may look like a grownup version of Dousa, they are in fact very different! These sleek twins have two distinct minds and personalities. There is Sea: the pink pretty boy who loves vaping, taking pics with friends, and collecting nail polish. And then there is Duo: the sleek blue lady who loves to longboard, play her ukelele, and study astrology. The twins co-run a very popular Discord page, which they use to pick up internet cuties and learn about new zines and bandcamp releases. You can catch these baddies at any Book or Art Fair, or more commonly in their underwater studio apartment where they take turns between sleeping on the pull out sofa and the twin mattress they found in the alleyway behind their building last year. They love hosting friends and will almost always try to get YOU to come to THEM for a nice chill sesh using their charming Warm Embrace. They want you to know how hip they are, so watch out if you find yourself feeling a lame or a little too enamored by their chic lifestyle: they might have used Mist to cloud your eyes and obscure the less-than-perfect parts of their very grammable life. These guys are a total blast and mainly just looking for some good company, conversation, and affirmation if you have the time!;174;13;3;115;55;50;115;115;70;[{'moveBase': {'fileID': 11400000, 'guid': '394b9fe3170d546468f4ba0761a1b182', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'a354ef17b9cdfb14fbf0d74fa2e02258', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '12c0a430c4e6eaf47b7d382c91251835', 'type': 2}}]
Sweef;134;2;0;0;"Sweef just rolled out of bed and into some old clothes (he didn't even notice he put on the Dior!) and still looks effortlessly better than everyone at the function. Everyone wants to be seen with him and-- just know-- his heavy lidded eyes clocked you, your fit, your crew, your cut, and your vibes the moment you walked through the door. He will happily find a well lit spot to plant himself at any event and let the people come to him. If he approves of you and your choices, he will make easy conversation with you for hours before suddenly realizing he is late to another, MORE exclusive event, and has to leave. If he does not approve of you and you still approach him, he will quickly use Dish Out to read your entire life and make you question why you thought it was even okay for you to leave the house, let alone TALK to anyoneâ€¦ While Sweef may be aloof and harsh to strangers, he also uses his power to defend his close circle of well vetted, trusted, and respected friends; as well as to defend members of marginalized communities which he cares about deeply. The best way to earn this socialite's respect is to look good and completely ignore him. He isn't used to being overlooked and it will pique his interest if you casually pretend you can't see him over there in the center of the room, absolutely dying for you to notice him.";175;13;7;130;65;60;110;95;65;[{'moveBase': {'fileID': 11400000, 'guid': '3c5d089033707d94f9ce1bdc60fd7b6a', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '034cef39039176441b8f7b2b8c2bc679', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'b7d64259ed68cff4cb810765a32dcc20', 'type': 2}}]
Pom-Pom;135;2;0;0;Pom-Pom is one Happening girl. She is always dressed to the nines in her signature pink fluffy look, tied together with a teeny bow that makes her feel like the prettiest girl in the whole club, even if she is just laying in bed at home (which she does often: day-dreaming or chatting on the phone with Sweef about herself, her incredible success, and her many soulmates). Professionally, Pom-Pom performs a hot Cabaret stand up routine in all the hippest comedy clubs in the city. While Cabaret may pay the bills, Pom-Pom considers her real job to be curating and lording over the city's poppin' night scene. She is always the first to know about any drama, any heartbreaks, any successes, any failures, or any totalllll embarrassments that happen within her expansive circle of up-and-coming superstars. When she isn't dreaming, performing, or gossiping (and usually WHILE she is dreaming, performing, and gossiping) Pom Pom is absolutely smitten with Love Games. Whenever she sees a hunky Toshi who impresses her with his hot bod, untapped talent, or unparalleled attention-- she is instantly obsessed. She falls head over heels in love weekly... sometimes daily... sometimes multiple times a night! This babe sees a glimmer of Romeo in every handsome stranger she locks eyes with, and she is a master at making him see his Juliet in her innocent, determined gaze. She uses the full force of her Wink and her Kissy face to woo her unsuspecting suitors, before killing them off quickly (but lovingly!!) with her legendary Heartbreaker attack. No one thinks it can happen to them until it does! So be careful with this girl! She is a great time and a powerful ally if you manage to dodge her initial advances. To truly tame her though, you will need to find a way to capture and hold her attention so raptly that all the other Romeo's fade away into nothingness...Can you be Pom Pom's true love? Her 5ever Romeo? The one bone she never bury's in her graveyard of broken hearts? Lover boys line up!;176;13;0;65;65;60;110;95;130;[{'moveBase': {'fileID': 11400000, 'guid': '323747166c006c2468df808462b3a17f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'c8097ee5fde24314c8270b8b85d6b8c0', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'a6203336eecb05f48b41e2da016f314c', 'type': 2}}]
Plagon;136;2;1;1;Plagon has never been seen in the daylight, and rarely even at night. When she does go out, she is surrounded by a shroud of unsettling vibes and tends to stay on the periphery of society. If you do manage to spot her, you'll notice that she seems to float rather than walk-- is there even a Toshi under that cloak at all? Or is it just a ghost wrapped up in Toshi clothing? Plagon often asks herself the same question on her moonlit wanderings... Her mind generally flickers between enraged faxations on past wrongs-- done both to her personally and to the world at large-- and then to psychic explorations of the metaphysical realm using her special Tap. Sometimes the mind's of passersby run interference on her power and to her annoyance, she finds herself sucked into the mundane thoughts of strangers. Sometimes even plants will interfere with her psychic journeys, though she likes it when this happens and always finds herself unusually calm in plantasia. She is forever plotting her revenge on the evil and boring parts of the physical world, though she rarely finds the right moment to enact these devastating vengeances. Because of this and her chosen isolation, she is constantly on edge and can be easily pushed to violence if you startle her by encroaching on her solitude. Plagon's Revenge is earth-shattering and feared across all worlds. If you can gain her trust through up-front financial compensation, or through a genuine and infinite offer of friendship, she will help you avenge yourself against any wrong done to you or to that which you care about. She values friendship more than anything else, and fears/loathes betrayal just as much. If your intentions are pure or if your bag is secure, you should be able to get along with Plagon. If notâ€¦ watch out! You never know when her Revenge will strike, but when it does you will be completely ruined!;177;12;0;85;100;60;95;110;65;[{'moveBase': {'fileID': 11400000, 'guid': '102251a9109c81d44b1dc5634fb56fb4', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '2704c40e1d8e7254d8a0dedbbb49f1e7', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '74ef0b2d1708cc144b849edc7267d1fd', 'type': 2}}]
Plageau;137;3;0;2;Plageau is recklessly attuned to the Unseen powers of the world-- the magic the most Toshi would never dare to play with and that most do not even know exists. Where others remain blissfully unaware or respectfully cautious, Plageau is eagerly fascinated and enthralled with the buzzing energy of the Dark. He gleefully dives into these currents, causing black outs from the unnatural energy surges and spraying disease into the air where his corporeal body dissipates into nothingness as he enters the churning chaos of the electric void. One of Plageau's favorite games is to hit other Toshi with his Light Out attack, which will momentarily make them lose all of their sensory capability. When he has his victims totally incapacited and unable to see/touch/feel/taste/or hear the world around them, Plageau will go totally sicko mode and use his rare Terrorize attack. This power allows him to channel the Darkness into his prey's mind, and make them perceive things around them which aren't actually there-- the scarier the better. He is a total #savage with it tbh. If you can get a Plageau on your side, you have a powerful ally, but it is almost impossible to make him stop playing with chaos for long enough to convince him to team up with you. Just remember, with Plageau, things are rarely what they seem.;290;12;0;90;130;70;100;110;85;[{'moveBase': {'fileID': 11400000, 'guid': 'ae8030f81cf3d4447bcf20738c69f96b', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '955b37a816682bf43956f9b2b746a0fe', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '5600eeb130408294a847db7f5377fa2e', 'type': 2}}]
Glumpy;138;2;0;0;Glumpy is a pretty big name in the punk community. She is the front woman of the most popular underground band in her city (Glumpy and the Glumpers), has a successful hyperpop project (1b!ll!0nglumps), and occasionally will tour her DJ set which has no name but a big reputation. Because she is so busy making music and in such high demand when she isn't, Glumpy is hard to score a conversation with. At the end of the day she is a sweet girl, but at some point she got swept up in her own tidal wave of talent and underground fame. A lot of people feel like they are close with her even though they have never met her because her music is so pervasive and relatable. As a result of the para-social bonding that so many seem to have with her, Glumpy has had to develop her Sucker Punch so she can quickly fend off groupies and get right back to working or vibing as usual. To gain Glumpy's respect you gotta come to her as a Real One, and not fall victim to her personable song writing and good looks. Don't fangirl, don't be too starry-eyed. Bring something to the table and keep the vibes good-- Glumpy will eventually notice that you are a chiller worthy of her time.;178;12;0;65;110;100;110;55;100;[{'moveBase': {'fileID': 11400000, 'guid': '769797c7739bf3048b10ef0d969da560', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'bf5d7db8aa8e2e04eac2d39ff97d0151', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '74ef0b2d1708cc144b849edc7267d1fd', 'type': 2}}]
Dyode;139;2;0;0;Dyode is a total boyboss. He loves the rules and is here to keep things running smoothly. While his main goal in life is to be helpful to others, if the rules he functions by are bent or broken, this little guy can get all types of peeved. The rules are there for a reason!!! Although he hates a broken rule, his absolute favorite pleasure in life is to Berate the rule breaker like only he can. His power of Berate has become the cornerstone of his career and never gets old. While Dyode can be a bit exhausting, he has good intentions and can help more chaotic Toshi's maintain a semblance of much needed order. No deck is truly complete without a Dyode to keep things running smoothly and to make sure everyone stays in line. He also loves doing all the paperwork that most people dread. To get a Dyode on your side, you can either break a rule and impress him into loyalty with your grovelling apology OR you can try to catch him in a mistake. If you can do this second option, a Dyode will spend the remainder of eternity writhing in shame for his error and relentlessly try to make it up and prove to you that he is not a total mess like all the other Toshi.;179;4;0;85;70;130;130;70;55;[{'moveBase': {'fileID': 11400000, 'guid': '64fd7f6b353d405489d3741261e06f1f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '99bbbfcdc8dcbc44ca075e983a7f8548', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'f2c018b0347f62841bcefe80acded118', 'type': 2}}]
Plug;140;2;1;1;Plug is an essential worker for sure, and not stoked about it. They float purposefully around town, from job to job, glaring at all the frivolous Toshi who have never seen a hard day's work in their life. Don't these phonies know the value of labor? Have any of them ever really felt needed? Plug freaking doubts it! If you catch them on a bad day, act overly lazy around them, or say something that they feel devalues their work, they will summon all their energy stores and lash out at you with their Electrocute attack, feeling the full force of their power source is unpleasant at LEAST and can be deadly. Luckily Plug rarely shoots to kill, and even a little stun is rare because of the intimidating and unapproachable vibes they shoot off. Plug is a high functioning Toshi who respects those who understand the value of work and dependability. Though it can be confusing to figure out how to direct their energy sometimes, if you have their respect, they will diligently do any task you give them. They are a good guy deep down, and a loving addition to any family-- they just can't stand all the funny business!;180;4;0;60;100;100;100;90;90;[{'moveBase': {'fileID': 11400000, 'guid': 'd2bbc2fa501981447bfe7a7c4c46dd21', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '48e7072ace8583a4f9565062ec772360', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'e1b1cea650414b34a88107c1a27d508f', 'type': 2}}]
Tower;141;3;0;2;Tower is directing energy, running the grid, getting it all done with airtight leadership and endless energy. As an Executive Operator in whatever career she pursues, she doesn't have time for much activity or social life. Tower stays firmly planted and uses Shoo to keep people at arms length. You can't have success and have friends! She is bristling with energy that she carefully channels to all the places that need it most. When she needs to, she can pull all the energy she has delegated out back to her and create a powerful Energy Beam. This Beam has the power to destroy entire cities, but also to fuel enormous projects, propelling them into their fullest capabilities at turbo speed. Like any good boss, Tower takes care of the people who depend on her. To win her over, it is best to get in touch with her people to schedule a meeting as she is a very busy woman, though she is eager to hear what projects you want to fuel with her. She is a fair woman, but can sense a bad deal or a con from a mile away so make sure that you plan your business strategy out thoroughly and honestly before you bring it to her.;291;4;0;70;125;105;85;85;90;[{'moveBase': {'fileID': 11400000, 'guid': 'ee4f8103710cce74aac9a60147eeed7d', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '64fd7f6b353d405489d3741261e06f1f', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '5aba3bb0941d7344c8abcb419e294066', 'type': 2}}]
Ghoun;142;4;0;0;Ghoun is just that, a goon. But a complex goon. Has a steady unbreakable gaze that pierces the soul but in a cute way, which makes it hurt even more because you feel betrayed. Ghoun is sort of slow and floats low to the ground. Its Scare attack is especially brutal as it is said to make its opponents fall under the illusion of having their soul being split into twelve different (but equally horrific) dimensions. Although it is a psychologically painful process for its target, the memory of the Scare attack does not last long. This is not because Ghoun is weak, though. It helps Ghoun to have its opponents underestimate it. You will usually find Ghoun at night near caves and very obviously haunted houses and graveyards, so you're probably pretty stupid if you run into one. They tend to show up EVERYWHERE if you tend to leave people on read or are notorious for ghosting. You probably deserve it!!;303;10;0;80;105;65;155;115;130;[{'moveBase': {'fileID': 11400000, 'guid': '7396d05f9e04b39418eb1949cee84a76', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '300473a10782b224bb4a96a257521dec', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'b0a85777318ef984d91a34e238980591', 'type': 2}}]
Aghast;143;4;0;0;Aghast is a master manipulator. It has a bit of a limp when it walks, probably due to its short legs. It looks pretty funny when it limps, and it doesn't help that it makes a slight grunting noise. But please, try not to laugh at it because it will unleash its strongest attack on you, Implode. This is not an accident, follow your gut with your first impression on Aghast. Aghast is intimidating, but it has adapted itself to have silly mannerisms to throw you off. A master manipulator, Aghast is a manifestation of spirits past from ancient times. They can be found lurking in high energy environments, usually preferring dry burial grounds over wet ones. This Toshimon is sought out for its gold band which is messed up but you can't deny that the dead from the past really worked that drip.;304;10;0;160;110;115;95;110;60;[{'moveBase': {'fileID': 11400000, 'guid': '7396d05f9e04b39418eb1949cee84a76', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '755a493865240504699fc094f13bbc13', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '8e7c533deb1495245bc3940a86c693b6', 'type': 2}}]
Pyrus;144;4;0;0;Pyrus has big ole burning eyes and a turned down lil' mouth. Its Flam-nado attack burns its opponents to a criisssspppppy dry cracker that is dangerous to consume but weirdly tastes really good, although you really shouldn't be eating burnt Toshimons. They are quick and hot-headed but actually really soft to Toshimons that can withstand their heat. Pyrus's can be found around volcanoes, but they also like to frequent the neighborhood campfire because they can get lonely and they love lighter fluid. They are born inside the pits of a volcano and travel all the way up to the mouth of it, being spat out as little embers that eventually catch fire and become a Pyrus. If you want to lure a Pyrus, be sure to have a juicy peach in your pocket.;305;10;2;90;95;100;120;125;120;[{'moveBase': {'fileID': 11400000, 'guid': '7396d05f9e04b39418eb1949cee84a76', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': '86d33be10a4a2bd4abb14eaa2ddb002a', 'type': 2}}, {'moveBase': {'fileID': 11400000, 'guid': 'e028badd4e3f3bd4f8155ae2e0ccb104', 'type': 2}}]
